algoritmo,tamanho_array,probabilidade,input,output,output_correto,tamanho_sub_array_ordenado,distancia
quick, 100, 0.25, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 3 6 5 6 22 26 8 4 11 17 27 35 23 22 12 8 6 23 14 14 20 13 23 29 41 19 20 22 22 24 3 28 23 12 22 29 29 14 40 22 34 1 24 4 27 5 29 30 37 32 33 42 35 31 38 40 43 1 10 33 39 45 46 1 20 32 41 30 31 33 41 44 1 18 22 20 27 13 23 13 48 48 31 49 31 5 45 7 10 45 35 43 47 44 48 49 8 39 11 31, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 6, 1273581345
insertion, 100, 0.25, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 22 6 29 12 4 23 31 31 40 43 32 22 3 32 33 38 39 48 12 29 47 48 3 8 13 18 28 34 44 1 23 23 14 31 22 7 22 19 41 5 33 22 29 33 26 27 6 24 23 39 11 37 45 1 1 20 44 13 4 20 42 14 5 10 24 27 40 49 41 11 6 29 31 22 41 27 35 48 45 8 8 23 45 1 5 20 31 43 10 22 35 14 49 13 17 20 30 46 35 30, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 7, 955684499
merge, 100, 0.25, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 1 13 1 10 19 11 8 23 1 13 4 5 39 10 20 17 14 23 4 18 23 14 43 20 13 20 22 5 22 7 44 3 20 26 12 22 6 31 23 28 35 29 29 12 30 34 41 6 11 49 30 22 35 5 42 6 31 43 27 37 27 35 31 44 29 1 32 41 48 32 38 40 41 48 48 8 22 31 8 27 33 33 14 45 22 45 39 29 31 24 40 47 3 45 22 33 23 24 46 49, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 6, 1938538688
bubble, 100, 0.25, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 1 1 3 4 5 3 1 4 6 5 6 7 8 10 11 13 13 14 14 12 18 12 19 20 11 22 22 22 22 22 23 23 23 28 23 29 24 29 6 32 32 27 26 38 29 31 8 33 20 31 31 33 27 44 37 33 22 34 40 39 1 29 43 47 24 8 39 22 27 31 48 41 44 5 42 35 48 10 23 45 40 41 13 41 14 43 17 45 49 20 45 48 46 31 20 49 30 35 35 30, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 10, 1596751972
quick, 100, 0.5, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 20 37 41 5 24 22 22 14 1 12 40 41 23 13 27 23 1 5 1 31 27 23 33 45 22 26 23 44 4 6 28 33 35 48 20 48 17 11 13 35 6 46 30 8 8 29 29 31 22 19 31 7 14 47 24 22 29 45 27 22 45 1 44 5 31 22 43 32 14 33 10 8 48 18 49 41 31 23 13 42 4 6 43 49 10 39 11 3 20 12 3 32 38 39 30 29 40 34 35 20, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 6, -82944648
insertion, 100, 0.5, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 40 29 31 12 22 43 6 31 4 23 32 33 38 22 3 48 32 47 13 44 48 29 3 28 39 12 18 34 23 8 14 41 1 23 5 31 22 19 22 7 33 29 22 33 45 24 6 26 39 44 27 23 11 1 13 1 20 37 20 42 14 4 5 10 24 49 11 40 6 29 27 41 27 31 22 45 41 35 8 45 8 48 43 20 46 5 23 1 22 10 49 31 14 35 20 17 30 13 35 30, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 5, -238750541
merge, 100, 0.5, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 28 17 29 20 23 22 29 31 31 23 37 20 6 39 1 31 4 6 49 41 5 24 49 45 12 22 8 13 27 40 13 24 44 34 23 11 11 19 1 5 5 23 20 31 22 33 45 27 27 7 22 22 46 47 20 26 1 30 10 42 14 39 3 23 10 1 43 30 8 14 29 4 13 18 22 38 35 41 43 22 33 14 48 33 6 12 32 48 32 44 35 8 35 45 41 3 48 40 31 29, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 5, -450324500
bubble, 100, 0.5, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 40 32 7 12 32 4 31 12 6 48 39 29 43 22 38 41 23 3 3 48 47 1 33 29 33 13 22 28 14 31 23 39 13 34 23 22 18 19 22 24 6 27 33 26 44 5 1 22 11 29 8 31 14 41 20 44 41 37 10 31 4 1 45 23 22 5 40 20 24 11 27 42 49 6 43 31 35 1 27 5 48 8 45 8 23 29 46 22 13 10 20 45 35 14 17 49 20 35 30 30, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 4, -57450433
quick, 100, 0.6, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 22 40 31 11 49 27 46 37 5 33 48 4 13 20 8 49 23 33 27 18 22 32 41 48 41 22 29 14 48 20 8 31 23 17 7 11 6 30 43 31 44 39 23 44 6 22 5 12 31 29 3 39 28 27 23 32 23 31 20 45 38 24 22 24 45 22 4 35 1 30 10 1 40 14 43 22 33 20 14 34 3 5 12 13 1 35 29 35 19 8 1 13 10 47 26 6 45 41 29 42, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 5, 125630129
insertion, 100, 0.6, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 40 29 31 22 12 43 31 6 4 38 32 23 32 33 3 48 22 29 47 39 44 48 28 13 12 3 18 34 8 1 23 41 23 31 14 22 5 19 29 7 33 22 33 26 22 6 45 24 39 11 44 27 23 37 13 1 1 20 20 10 42 5 14 49 24 4 41 11 29 40 41 48 27 31 45 6 27 35 22 8 43 20 23 46 45 8 22 31 5 49 35 1 20 10 14 30 13 30 17 35, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 5, -86917590
merge, 100, 0.6, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 48 43 49 23 22 33 22 41 14 5 30 6 22 10 32 48 27 43 35 8 31 29 29 48 12 22 20 4 47 39 44 31 8 42 45 41 22 14 7 19 27 35 31 13 6 22 40 20 10 35 30 3 23 33 23 17 1 33 13 40 45 4 14 31 12 18 44 24 38 23 37 27 1 23 46 5 41 45 1 49 5 34 20 11 8 1 11 29 20 13 3 39 22 6 24 29 32 28 31 26, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 4, 955491056
bubble, 100, 0.6, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 45 48 44 48 47 43 41 32 40 39 31 33 34 33 28 12 32 38 31 29 49 29 29 22 23 31 14 23 44 3 23 22 19 22 39 6 26 12 3 22 24 1 18 8 40 24 22 27 33 1 4 41 20 42 23 13 11 37 5 5 46 7 45 48 20 14 35 6 29 1 4 45 31 22 43 13 10 11 8 27 8 6 49 41 27 31 23 20 1 22 35 20 10 30 5 13 14 17 30 35, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 6, 812346507
quick, 100, 0.75, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 39 30 31 47 46 31 28 26 37 33 43 33 35 39 19 41 45 44 48 45 29 29 41 20 24 23 27 23 27 22 22 48 31 34 20 22 22 22 44 14 18 41 38 35 23 8 45 4 33 22 22 10 8 1 14 49 8 13 1 17 30 31 3 1 6 48 40 13 5 4 43 42 31 40 29 32 29 27 12 3 12 35 32 23 23 13 11 7 11 6 6 49 5 20 10 14 5 24 1 20, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 5, -924480095
insertion, 100, 0.75, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 40 31 29 22 31 43 6 32 48 38 12 4 47 39 23 33 32 22 44 48 34 28 12 13 29 41 31 23 3 3 18 14 8 1 33 22 23 22 19 45 5 33 22 7 39 29 27 11 26 24 23 6 44 37 20 13 20 1 42 14 1 10 4 5 49 41 40 24 11 31 29 6 27 41 27 45 48 43 46 35 45 23 8 22 8 31 22 5 20 49 14 1 35 20 30 35 13 10 30 17, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 4, -1264148563
merge, 100, 0.75, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 49 48 20 48 45 41 48 31 42 34 41 40 41 49 20 37 22 14 45 35 35 18 33 23 14 47 30 27 27 20 11 31 19 39 33 43 38 10 11 32 24 17 8 35 29 26 5 23 30 46 13 45 31 13 23 22 8 43 20 12 8 23 32 14 29 7 39 44 31 28 1 22 29 1 29 24 22 22 22 33 6 13 27 5 10 23 6 5 3 4 44 1 1 40 31 12 6 3 22 4, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 4, -913645536
bubble, 100, 0.75, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 48 48 47 45 44 44 43 42 41 40 39 39 38 33 34 31 37 33 33 48 32 32 31 31 29 29 29 41 28 27 24 26 23 23 23 22 23 49 22 22 41 22 20 40 46 22 20 18 45 14 35 19 14 27 13 12 12 7 11 45 31 6 6 4 3 29 13 49 43 10 11 5 5 3 27 31 4 24 23 22 1 8 8 1 20 6 17 35 8 1 35 30 1 22 14 5 10 20 13 30, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 4, -767389756
quick, 100, 0.9, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 49 44 47 48 46 44 45 43 41 41 43 38 40 40 37 45 48 48 42 33 35 35 31 49 31 30 31 41 32 33 8 31 27 29 28 29 24 23 5 35 45 31 32 33 23 10 29 23 19 27 27 24 20 26 22 22 22 22 22 22 20 20 8 20 18 14 14 13 13 13 17 12 12 11 11 10 7 8 6 6 6 5 5 30 39 39 34 23 22 14 29 4 23 3 3 4 1 1 1 1, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 6, 767414263
insertion, 100, 0.9, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 48 43 40 38 32 31 31 29 22 48 33 32 23 12 47 44 41 39 34 31 29 28 6 4 22 23 13 12 3 23 22 19 3 18 14 8 1 45 39 37 22 7 33 5 33 29 26 44 42 22 27 24 23 13 6 11 20 20 14 10 5 4 1 49 45 41 48 46 41 40 31 29 27 43 24 22 8 6 35 27 11 8 45 23 1 20 22 49 10 5 1 35 31 30 30 20 14 35 13 17, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 4, -326745414
merge, 100, 0.9, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 48 49 47 46 45 45 41 44 41 49 42 40 41 39 40 43 38 37 34 31 31 33 48 32 32 31 31 29 27 33 33 29 29 27 24 23 22 11 23 22 22 22 22 20 35 14 20 20 12 11 39 26 22 23 6 23 19 18 14 13 6 8 5 43 35 30 48 27 7 6 24 5 4 3 29 44 28 12 3 1 1 45 23 17 30 13 10 14 8 13 10 5 4 1 35 8 20 31 22 1, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 4, 932972144
bubble, 100, 0.9, 29 40 31 22 6 31 43 12 4 23 32 38 33 22 3 48 32 47 39 44 48 29 28 12 3 13 18 34 8 1 23 41 14 23 31 22 19 5 7 33 22 22 33 29 26 45 6 24 39 11 27 23 37 44 1 1 13 20 20 42 14 10 5 4 49 41 24 11 40 31 29 27 41 6 22 27 45 48 35 8 8 43 45 46 23 1 5 20 22 31 10 49 35 14 20 13 17 30 30 35, 49 48 48 47 48 46 45 45 44 43 42 45 41 41 44 41 40 40 38 39 43 39 37 35 34 33 33 33 32 32 31 31 31 31 31 29 29 29 28 49 29 27 27 27 26 24 24 23 23 23 23 22 22 22 35 22 22 22 20 20 19 18 14 14 13 23 13 22 12 20 12 10 8 11 8 11 7 6 6 5 4 3 3 30 6 5 4 1 20 30 14 13 1 10 17 1 8 1 35 5, 1 1 1 1 3 3 4 4 5 5 5 6 6 6 7 8 8 8 10 10 11 11 12 12 13 13 13 14 14 14 17 18 19 20 20 20 20 22 22 22 22 22 22 22 23 23 23 23 23 24 24 26 27 27 27 28 29 29 29 29 30 30 31 31 31 31 31 32 32 33 33 33 34 35 35 35 37 38 39 39 40 40 41 41 41 42 43 43 44 44 45 45 45 46 47 48 48 48 49 49, 5, 801089525
quick, 100, 0.1, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 2 1 20 5 6 6 7 8 8 9 9 34 29 1 2 34 46 8 9 18 8 11 19 31 12 13 17 17 17 17 1 16 18 18 20 20 13 20 21 21 24 28 22 35 23 16 39 27 25 26 26 27 28 28 30 31 31 31 10 41 13 27 19 22 31 40 32 32 36 43 32 17 33 34 21 36 33 33 42 39 43 42 43 34 44 44 38 38 45 44 33 44 45 48 46 47 47 49 49 49, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 10, -1788109998
insertion, 100, 0.1, 10 20 33 18 21 33 49 38 36 30 32 17 46 17 43 2 40 11 28 13 8 38 44 26 47 45 44 6 31 32 34 34 47 27 49 9 28 49 43 6 44 42 31 13 8 12 44 9 33 31 39 1 13 20 46 22 26 8 20 25 39 43 8 5 45 48 20 19 17 34 24 41 17 23 19 16 7 31 18 36 2 35 22 1 42 33 21 27 31 28 32 21 29 18 16 1 34 27 17 9, 2 8 10 18 20 33 21 33 36 38 17 49 30 17 40 32 43 46 11 6 13 26 27 28 38 31 44 9 44 45 32 34 34 43 28 47 47 6 13 49 31 42 8 9 12 31 33 44 1 20 49 39 44 13 22 46 26 5 8 8 19 20 25 39 45 48 20 43 17 24 34 41 7 16 17 18 23 1 19 31 2 16 22 18 21 21 35 27 31 28 32 36 42 1 9 29 17 33 34 27, 1 1 1 2 2 5 6 6 7 8 8 8 8 9 9 9 10 11 12 13 13 13 16 16 17 17 17 17 17 18 18 18 19 19 20 20 20 20 21 21 21 22 22 23 24 25 26 26 27 27 27 28 28 28 29 30 31 31 31 31 31 32 32 32 33 33 33 33 34 34 34 34 35 36 36 38 38 39 39 40 41 42 42 43 43 43 44 44 44 44 45 45 46 46 47 47 48 49 49 49, 9, -1614761963
